DateTime,m3ps,m3ps_Linear_fit
2016-03-31,0.19548218732391914,0.13785827324394861
2016-04-30,0.4757371134300636,0.14006997819926226
2016-05-31,0.17993207566975927,0.14235540665308655
2016-06-30,0.1175152123035268,0.1445671116084002
2016-07-31,0.14604923551487664,0.14685254006222426
2016-08-31,0.15001229372591746,0.14913796851604855
2016-09-30,0.1190688379345734,0.1513496734713622
2016-10-31,0.22347317913964995,0.15363510192518648
2016-11-30,0.1544561930655857,0.15584680688050012
2016-12-31,0.1449791843137358,0.1581322353343242
2017-01-31,0.11196629343055547,0.16041766378814848
2017-02-28,0.234111772461337,0.16248192174644127
2017-03-31,0.08124121503888579,0.16476735020026534
2017-04-30,0.1641868441693803,0.1669790551555792
2017-05-31,0.1468315780114708,0.16926448360940327
2017-06-30,0.17610333810149909,0.1714761885647169
2017-07-31,0.12950231091389833,0.1737616170185412
2017-08-31,0.10892206406944605,0.17604704547236527
2017-09-30,0.07832148520479179,0.17825875042767914
2017-10-31,0.2180494787764977,0.1805441788815032
2017-11-30,0.06492952213197566,0.18275588383681685
2017-12-31,0.10548941927717492,0.18504131229064114
2018-01-31,0.12353459725672375,0.1873267407444652
2018-02-28,0.24711275469850266,0.189390998702758
2018-03-31,0.07217421926196775,0.19167642715658229
2018-04-30,0.21290929901080152,0.19388813211189593
2018-05-31,0.1642065259809971,0.19617356056572022
2018-06-30,0.15580790975081046,0.19838526552103386
2018-07-31,0.16973979736928063,0.20067069397485793
2018-08-31,0.1879071853154806,0.20295612242868222
2018-09-30,0.14737199522873567,0.20516782738399586
2018-10-31,0.11317762319078932,0.20745325583782015
2019-11-30,0.5047962103746956,0.23657403774945052
2019-12-31,0.39207580081488336,0.2388594662032748
2020-01-31,0.22675150545496914,0.24114489465709887
2020-02-29,0.26515520984903906,0.2432828761139023
2020-03-31,0.24990932018744685,0.24556830456772638
2020-04-30,0.2064333997527097,0.24778000952304002
2020-05-31,0.2625404105992689,0.2500654379768643
