DateTime,Fagaalu_m3ps,m3ps,m3ps_Linear_fit
2016-03-31,0.1587739348996053,0.1587739348996053,0.22288121264138117
2016-04-30,0.4636156324369795,0.4636156324369795,0.22143261617597387
2016-05-31,0.17923228665988125,0.17923228665988125,0.21993573316171966
2016-06-30,0.0643861399440317,0.0643861399440317,0.21848713669631237
2016-07-31,0.0909860337810218,0.0909860337810218,0.21699025368205815
2016-08-31,0.076319915846783,0.076319915846783,0.21549337066780394
2016-09-30,0.07392245572910257,0.07392245572910257,0.21404477420239665
2016-10-31,0.05186093304459244,0.05186093304459244,0.21254789118814243
2016-11-30,0.15285654452938197,0.15285654452938197,0.21109929472273514
2016-12-31,0.14677985703072877,0.14677985703072877,0.20960241170848093
2017-01-31,0.05785377021686599,0.05785377021686599,0.20810552869422683
2017-02-28,0.3046035495325613,0.3046035495325613,0.20675350532651326
2017-03-31,0.09313472167223809,0.09313472167223809,0.20525662231225905
2017-04-30,0.07093763024074988,0.07093763024074988,0.20380802584685187
2017-05-31,0.3255446803455236,0.3255446803455236,0.20231114283259766
2017-06-30,0.3463592583105513,0.3463592583105513,0.20086254636719036
2017-07-31,0.347228568098878,0.347228568098878,0.19936566335293615
2017-08-31,0.22868147795229096,0.22868147795229096,0.19786878033868194
2017-09-30,0.20605511977887084,0.20605511977887084,0.19642018387327465
2017-10-31,0.418075200255618,0.418075200255618,0.19492330085902043
2017-11-30,0.17429831685641486,0.17429831685641486,0.19347470439361314
2017-12-31,0.3702551786389165,0.3702551786389165,0.19197782137935893
2018-01-31,0.3902422901911342,0.3902422901911342,0.1904809383651047
2018-02-28,0.5471450030282361,0.5471450030282361,0.18912891499739126
2018-03-31,0.25045706717563815,0.25045706717563815,0.18763203198313705
2018-04-30,0.4172590179305451,0.4172590179305451,0.18618343551772976
2018-05-31,0.1688699389269582,0.1688699389269582,0.18468655250347554
2018-06-30,0.05397703325972113,0.05397703325972113,0.18323795603806825
2018-07-31,0.11152746774562473,0.11152746774562473,0.18174107302381404
2018-08-31,0.08878064672195976,0.08878064672195976,0.18024419000955982
2018-09-30,0.10744250014542843,0.10744250014542843,0.17879559354415253
2018-10-31,0.09392693666596966,0.09392693666596966,0.17729871052989843
2018-11-30,0.2107017581084221,0.2107017581084221,0.17585011406449114
2018-12-31,0.2541878738173926,0.2541878738173926,0.17435323105023692
2019-01-31,0.15011559332679644,0.15011559332679644,0.1728563480359827
2019-02-28,0.3938154367623648,0.3938154367623648,0.17150432466826926
2019-03-31,0.11576359904937665,0.11576359904937665,0.17000744165401505
2019-11-30,-0.011452651616859554,-0.011452651616859554,0.15822552373536902
2019-12-31,0.041533488569238,0.041533488569238,0.1567286407211148
2020-01-31,-0.04822490703732348,-0.04822490703732348,0.1552317577068606
