DateTime,Vaipito_m3ps,m3ps,m3ps_Linear_fit
2016-03-31,0.06876934781881185,0.06876934781881185,0.14491687573515333
2016-04-30,0.4846447410230578,0.4846447410230578,0.14446169189285818
2016-05-31,0.2038009663514437,0.2038009663514437,0.14399133525581992
2016-06-30,0.04111194035785562,0.04111194035785562,0.14353615141352483
2016-07-31,0.059623735462003696,0.059623735462003696,0.14306579477648657
2016-08-31,0.07496184133987406,0.07496184133987406,0.1425954381394483
2016-09-30,0.06769634519890076,0.06769634519890076,0.14214025429715316
2016-10-31,0.05519978900762109,0.05519978900762109,0.1416698976601149
2016-11-30,0.08470946415975072,0.08470946415975072,0.1412147138178198
2016-12-31,0.09088345940504794,0.09088345940504794,0.14074435718078154
2017-01-31,0.046626967735498334,0.046626967735498334,0.14027400054374328
2017-02-28,0.222936714147688,0.222936714147688,0.13984916229093453
2017-03-31,0.04396702403110922,0.04396702403110922,0.1393788056538962
2017-04-30,0.049706825922952246,0.049706825922952246,0.13892362181160112
2017-05-31,0.19948566047620941,0.19948566047620941,0.13845326517456286
2017-06-30,0.32674048937192957,0.32674048937192957,0.13799808133226776
2017-07-31,0.1471453519744668,0.1471453519744668,0.1375277246952295
2017-08-31,0.13281815347723253,0.13281815347723253,0.13705736805819124
2017-09-30,0.11924906194834255,0.11924906194834255,0.1366021842158961
2017-10-31,0.30854643677235183,0.30854643677235183,0.13613182757885783
2017-11-30,0.07025338494199077,0.07025338494199077,0.13567664373656274
2017-12-31,0.160975899899831,0.160975899899831,0.13520628709952448
2018-01-31,0.18210029776585304,0.18210029776585304,0.13473593046248622
2018-02-28,0.3322356527524889,0.3322356527524889,0.13431109220967746
2018-03-31,0.13135212333174226,0.13135212333174226,0.13384073557263915
2018-04-30,0.19842275240551435,0.19842275240551435,0.13338555173034405
2018-05-31,0.13551813495267354,0.13551813495267354,0.1329151950933058
2018-06-30,0.04683509519290612,0.04683509519290612,0.1324600112510107
2018-07-31,0.10778680141977144,0.10778680141977144,0.13198965461397244
2018-08-31,0.07071691379816356,0.07071691379816356,0.13151929797693418
2018-09-30,0.08260495209211327,0.08260495209211327,0.13106411413463903
2018-10-31,0.06080449836784077,0.06080449836784077,0.13059375749760077
