DateTime,m3ps,m3ps_Linear_fit
2017-04-30,0.02133690967919227,0.11002600383890448
2017-05-31,0.2301656358315666,0.10757050705367499
2017-06-30,0.11886724102042358,0.1051942198421627
2017-07-31,0.07136461159931651,0.10273872305693321
2017-08-31,0.05253683400438468,0.10028322627170372
2017-09-30,0.021719994986194424,0.09790693906019143
2017-10-31,0.16616430373707483,0.09545144227496194
2017-11-30,0.044304466246348276,0.09307515506344943
2017-12-31,0.14620112476262234,0.09061965827821994
2018-01-31,0.12667700870745502,0.08816416149299044
2018-02-28,0.2129403373611016,0.08594629342891236
2018-03-31,0.038931775299723526,0.08349079664368286
2018-04-30,0.11670491855479866,0.08111450943217036
2018-05-31,0.07546665845869537,0.07865901264694086
2018-06-30,0.006656796910705915,0.07628272543542858
2018-07-31,0.023214755360946936,0.07382722865019908
2018-08-31,0.03956277946516568,0.07137173186496959
2018-09-30,0.010559284976869964,0.0689954446534573
2018-10-31,0.0194405027682786,0.06653994786822781
2018-11-30,0.09346373012329116,0.0641636606567153
2018-12-31,0.10801253522701246,0.06170816387148581
2019-01-31,0.07803568327803939,0.059252667086256317
2019-02-28,0.1812706697411545,0.05703479902217823
2019-03-31,0.043670388941855064,0.054579302236948735
2019-04-30,0.01903311487409611,0.05220301502543623
2019-05-31,0.009644791080120235,0.049747518240206734
