DateTime,m3ps,m3ps_Linear_fit
2017-04-30,0.014723170752694317,0.014247442511222785
2017-05-31,0.038679699409973914,0.015267664806898007
2017-06-30,0.013685024994445068,0.016254976705938562
2017-07-31,0.009061232664613896,0.017275199001613784
2017-08-31,0.011990930243737697,0.018295421297289116
2017-09-30,0.017563063050610984,0.01928273319632967
2017-10-31,0.026455340401715734,0.020302955492004893
2017-11-30,0.011035079462369845,0.021290267391045448
2017-12-31,0.021169260499851933,0.02231048968672067
2018-01-31,0.018459521987064076,0.023330711982396002
2018-02-28,0.03938096086673664,0.024252203088167112
2018-03-31,0.030323032115852327,0.025272425383842445
2018-04-30,0.04150745684304382,0.026259737282883
2018-05-31,0.02468517010220995,0.02727995957855822
2018-06-30,0.009329001975918395,0.028267271477598777
2018-07-31,0.013392716239337174,0.02928749377327411
2018-08-31,0.02132194149830487,0.03030771606894933
2018-09-30,0.008424585744876768,0.031295027967989886
2018-10-31,0.013771444641652817,0.03231525026366511
2018-11-30,0.05194219374857191,0.03330256216270566
2018-12-31,0.05157039535342391,0.034322784458380995
2019-01-31,0.04647640261087745,0.035343006754056217
2019-02-28,0.053199934426340585,0.03626449785982744
2019-03-31,0.03899231706200498,0.03728472015550266
2019-04-30,0.03462698722008074,0.038272032054543215
2019-05-31,0.03470994083530427,0.039292254350218436
