DateTime,m3ps,m3ps_Linear_fit
2016-03-31,0.04602357020329787,0.044695430519458235
2016-04-30,0.1568639096367077,0.048707744536939046
2016-05-31,0.06719848030451593,0.0528538023550027
2016-06-30,0.042321834781898625,0.05686611637248351
2016-07-31,0.04959296359721156,0.06101217419054672
2016-08-31,0.060923921875092726,0.06515823200861037
2016-09-30,0.05679352563245762,0.06917054602609074
2016-10-31,0.054209026775334686,0.0733166038441544
2016-11-30,0.06134297211910302,0.0773289178616352
2016-12-31,0.06151904350779672,0.08147497567969841
2017-01-31,0.045830092398712476,0.08562103349776207
2017-02-28,0.08388599082266486,0.0893658599140772
2017-03-31,0.049385196671902346,0.09351191773214085
2017-04-30,0.059211414132197625,0.09752423174962166
2017-05-31,0.10685572433826122,0.10167028956768487
2017-06-30,0.19141872948073926,0.10568260358516568
2017-07-31,0.08243978490791634,0.10982866140322933
2017-08-31,0.06662669132620094,0.11397471922129254
2017-09-30,0.06408330271451876,0.11798703323877335
2017-10-31,0.13878317682885638,0.12213309105683656
2017-11-30,0.06355564253580273,0.12614540507431737
2017-12-31,0.09846227951771924,0.13029146289238103
2018-01-31,0.181653148160422,0.13443752071044424
2018-02-28,0.2701429321473788,0.1381823471267598
2018-03-31,0.15941977434948987,0.14232840494482302
2018-04-30,0.31087880508303956,0.14634071896230383
2018-05-31,0.19129874244660983,0.15048677678036748
2018-06-30,0.07174707367395543,0.15449909079784785
2018-07-31,0.13094736087081116,0.1586451486159115
2018-08-31,0.11999700629987652,0.1627912064339747
2018-09-30,0.15396468403937533,0.16680352045145552
2018-10-31,0.1524083642414453,0.17094957826951918
