DateTime,WNS_mph,WNS_mph_Linear_fit
2017-08-31,2.749926080892608,1.8591959382168
2017-09-30,1.9594684027777778,1.8261515975256373
2017-10-31,1.8418010752688172,1.7920057788114399
2017-11-30,1.2163920138888888,1.7589614381202772
2017-12-31,1.5198245967741935,1.7248156194060797
2018-01-31,1.4992993951612903,1.6906698006918788
2018-02-28,2.4012473958333334,1.6598284160467962
2018-03-31,1.5379156586021507,1.6256825973325952
2018-04-30,1.8017847222222223,1.592638256641436
2018-05-31,1.7733551747311829,1.5584924379272351
2018-06-30,1.993303125,1.525448097236076
2018-07-31,2.4150567876344087,1.4913022785218786
2018-08-31,2.3025299059139783,1.4571564598076776
2018-09-30,2.1663565972222223,1.4241121191165185
2018-10-31,1.9609502688172045,1.3899663004023175
2018-11-30,1.5878052083333334,1.3569219597111584
2018-12-31,1.7960625000000001,1.3227761409969574
2019-01-31,1.5655352822580646,1.28863032228276
2019-02-28,3.0404512648809523,1.2577889376376739
2019-03-31,1.2157879704301076,1.2236431189234764
2019-04-30,0.9936673611111112,1.1905987782323173
2019-05-31,1.1977093413978495,1.1564529595181163
2019-06-30,2.0442149305555555,1.1234086188269572
2019-07-31,1.4813074596774194,1.0892628001127562
2019-08-31,0.8990036962365591,1.0551169813985588
2019-09-30,0.0,1.0220726407073961
2019-10-31,0.0,0.9879268219931987
2019-11-30,0.0,0.954882481302036
2019-12-31,0.0,0.9207366625878386
2020-01-31,0.0,0.8865908438736376
2020-02-29,0.0,0.8546479812055168
2020-03-31,0.0,0.8205021624913158
2020-04-30,0.0,0.7874578218001567
2020-05-31,0.0,0.7533120030859557
2020-06-30,0.0,0.7202676623947966
2020-07-31,0.0,0.6861218436805956
2020-08-31,0.0,0.6519760249663982
2020-09-30,0.0,0.618931684275239
2020-10-31,0.0,0.5847858655610381
2020-11-30,0.0,0.5517415248698789
2020-12-31,0.0,0.517595706155678
2021-01-31,0.0,0.48344988744148054
2021-02-28,0.0,0.4526085027963944
2021-03-31,0.0,0.418462684082197
2021-04-30,0.0,0.3854183433910343
2021-05-31,0.0,0.3512725246768369
2021-06-30,0.0,0.31822818398567776
2021-07-31,0.0,0.2840823652714768
2021-08-31,0.0,0.24993654655727582
2021-09-30,0.0,0.21689220586611668
2021-10-31,0.0,0.18274638715191927
2021-11-30,0.0,0.14970204646075658
2021-12-31,0.0,0.11555622774655916
2022-01-31,0.0,0.08141040903235819
2022-02-28,0.0,0.05056902438727562
2022-03-31,0.0,0.016423205673074648
2022-04-30,0.2431201388888889,-0.016621135018084487
2022-05-31,1.2113091397849463,-0.05076695373228546
2022-06-30,1.527432094477249,-0.0838112944234446
2022-07-31,2.098230510752688,-0.11795711313764201
2022-08-31,2.055228501228501,-0.15210293185184298
