DateTime,AirTF_Avg,AirTF_Avg_Linear_fit
2017-04-30,77.43076305220883,94.76858831107165
2017-05-31,77.52704537815126,92.68077973466006
2017-06-30,76.40617361111111,90.66031982200388
2017-07-31,76.04642137096774,88.5725112455923
2017-08-31,75.34498991935484,86.48470266918093
2017-09-30,76.15412356820548,84.46424275652453
2017-10-31,76.12317876344086,82.37643418011294
2017-11-30,76.89779861111111,80.35597426745676
2017-12-31,77.1651310483871,78.26816569104517
2018-01-31,77.12042591918457,76.18035711463381
2018-02-28,0.0,74.29459452948777
2018-03-31,0.0,72.2067859530764
2018-04-30,77.50841794569068,70.18632604042
2018-05-31,76.72543682795698,68.09851746400864
2018-06-30,76.6859375,66.07805755135223
2018-07-31,74.90429435483871,63.99024897494087
2018-08-31,74.78184475806451,61.90244039852928
2018-09-30,75.3839972241499,59.8819804858731
2018-10-31,76.15685819892472,57.79417190946151
2018-11-30,77.36367233599444,55.773711996805105
2018-12-31,77.71662634408602,53.68590342039374
2019-01-31,78.42012096774194,51.59809484398215
2019-02-28,78.16988095238096,49.71233225883634
2019-03-31,78.31563508064515,47.62452368242475
2019-04-30,78.63310763888889,45.60406376976857
2019-05-31,76.80396505376345,43.51625519335698
2019-06-30,76.76377168632894,41.495795280700804
2019-07-31,75.99903930131005,39.407986704289215
2019-08-31,76.19943212365591,37.32017812787785
2019-09-30,75.65551736111112,35.299718215221446
2019-10-31,76.2619254032258,33.21190963880986
2019-11-30,76.21597569444445,31.191449726153678
2019-12-31,77.53884783338931,29.10364114974209
2020-01-31,77.4794186827957,27.015832573330727
2020-02-29,76.93741379310345,25.062721324429504
2020-03-31,-83.75914885752688,22.97491274801814
2020-04-30,-145.09843402777778,20.954452835361735
2020-05-31,-145.3142785714286,18.866644258950373
