DateTime,WindDir_SD1_WVT,WindDir_SD1_WVT_Linear_fit
2017-04-30,15.446140562248996,23.39482331346005
2017-05-31,25.839266218487392,22.85653359130663
2017-06-30,20.222247916666667,22.33560805373878
2017-07-31,21.07726444892473,21.79731833158536
2017-08-31,22.221159274193546,21.259028609431937
2017-09-30,22.0934349184311,20.73810307186409
2017-10-31,21.45162936827957,20.199813349710666
2017-11-30,18.338090277777777,19.678887812142875
2017-12-31,22.293850470430105,19.140598089989453
2018-01-31,16.914544230069165,18.60230836783603
2018-02-28,0.0,18.116111199439388
2018-03-31,0.0,17.577821477285966
2018-04-30,13.858572609208972,17.056895939718117
2018-05-31,16.64580443548387,16.518606217564695
2018-06-30,19.54013611111111,15.997680679996904
2018-07-31,20.510667674731184,15.459390957843482
2018-08-31,19.636267137096777,14.92110123569006
2018-09-30,21.738294587092298,14.400175698122212
2018-10-31,18.18734677419355,13.86188597596879
2018-11-30,19.19049982644915,13.340960438400998
2018-12-31,21.43043884408602,12.802670716247576
2019-01-31,15.64967741935484,12.264380994094154
2019-02-28,17.6038125,11.77818382569751
2019-03-31,15.96460752688172,11.239894103544088
2019-04-30,15.459377083333333,10.71896856597624
2019-05-31,14.996142809139785,10.180678843822818
2019-06-30,21.960082581540597,9.659753306255027
2019-07-31,20.463053745381256,9.121463584101605
2019-08-31,18.34740692204301,8.583173861948183
2019-09-30,0.0,8.062248324380334
2019-10-31,0.0,7.523958602226912
2019-11-30,0.0,7.003033064659064
2019-12-31,0.0,6.464743342505642
2020-01-31,0.0,5.92645362035222
2020-02-29,0.0,5.422892267370003
2020-03-31,0.0,4.88460254521658
2020-04-30,0.0,4.363677007648789
2020-05-31,0.0,3.825387285495367
