TIMESTAMP,SlrMJ_Tot,SlrMJ_Tot_Linear_fit
2017-08-31,0.11117770892546207,0.13393646068230386
2017-09-30,0.14082997969898461,0.13375824479604892
2017-10-31,0.1286993031399333,0.13357408838025214
2017-11-30,0.14232829922000675,0.1333958724939972
2017-12-31,0.14348875860576532,0.13321171607820043
2018-01-31,0.13758778087322637,0.13302755966240365
2018-02-28,0.12388784141865121,0.13286122483523236
2018-03-31,0.1501820147536786,0.13267706841943558
2018-04-30,0.12778947035611732,0.13249885253318064
2018-05-31,0.13076932760284227,0.13231469611738386
2018-06-30,0.12169001518420154,0.1321364802311289
2018-07-31,0.10333612598050826,0.13195232381533212
2018-08-31,0.14281600270411723,0.13176816739953534
2018-09-30,0.1511757227274193,0.1315899515132804
2018-10-31,0.13566062820765878,0.13140579509748362
2018-11-30,0.13736507951214083,0.13122757921122868
2018-12-31,0.12664173611569685,0.1310434227954319
2019-01-31,0.147985941194753,0.13085926637963513
2019-02-28,0.11608242556856511,0.13069293155246384
2019-03-31,0.15311685745114662,0.13050877513666706
2019-04-30,0.1417660321377063,0.13033055925041212
2019-05-31,0.10153010656079708,0.13014640283461534
2019-06-30,0.11897846822463409,0.12996818694836038
