DateTime,RH,RH_Linear_fit
2019-06-30,92.33116243264048,92.1956749722359
2019-07-31,93.85609879032258,92.11639158543397
2019-08-31,90.64189516129034,92.03710819863204
2019-09-30,91.226125,91.96038234043661
2019-10-31,91.41407930107526,91.88109895363468
2019-11-30,89.25532986111111,91.80437309543925
2019-12-31,92.66041330645162,91.72508970863731
2020-01-31,94.02778561827957,91.64580632183538
2020-02-29,94.19239583333334,91.57163799224648
2020-03-31,89.10435819892473,91.49235460544453
2020-04-30,92.23602083333333,91.41562874724912
2020-05-31,90.23622754491018,91.33634536044718
