DateTime,PTemp_C_Max,PTemp_C_Max_Linear_fit
2017-04-30,27.7820281124498,23.856816941097442
2017-05-31,27.35395630252101,23.984514229335964
2017-06-30,26.689774305555556,24.108092250211946
2017-07-31,26.518951612903223,24.235789538450454
2017-08-31,26.343864247311828,24.363486826688977
2017-09-30,27.12901770218674,24.487064847564945
2017-10-31,27.207076612903226,24.614762135803467
2017-11-30,27.758173611111108,24.73834015667945
2017-12-31,27.984415322580645,24.866037444917957
2018-01-31,27.8388896978522,24.99373473315648
2018-02-28,0.0,25.109074219307395
2018-03-31,0.0,25.236771507545903
2018-04-30,28.205348288075562,25.360349528421885
2018-05-31,27.462694892473117,25.488046816660393
2018-06-30,27.389420138888887,25.611624837536375
2018-07-31,26.317190860215057,25.739322125774898
2018-08-31,26.49219758064516,25.867019414013406
2018-09-30,26.953726578764748,25.990597434889388
2018-10-31,27.404032258064515,26.11829472312791
2018-11-30,28.062901770218673,26.241872744003892
2018-12-31,28.16923051075269,26.3695700322424
2019-01-31,28.90810819892473,26.49726732048091
2019-02-28,28.359226190476193,26.612606806631824
2019-03-31,28.737160618279567,26.740304094870346
2019-04-30,28.760506944444444,26.86388211574633
2019-05-31,27.508538306451616,26.991579403984836
2019-06-30,27.29885843164469,27.11515742486082
2019-07-31,26.738162579778297,27.242854713099327
2019-08-31,27.21546370967742,27.37055200133785
2019-09-30,27.064024305555556,27.49413002221383
2019-10-31,27.520739247311827,27.62182731045234
2019-11-30,27.750520833333333,27.74540533132832
2019-12-31,28.319670809539808,27.873102619566843
2020-01-31,28.112466397849463,28.00079990780535
2020-02-29,27.77830459770115,28.120258661318807
2020-03-31,28.618817204301077,28.247955949557316
2020-04-30,28.520208333333333,28.371533970433298
2020-05-31,28.515964285714286,28.499231258671806
