DateTime,BattV_Avg,BattV_Avg_Linear_fit
2017-04-30,13.153433734939759,11.606299670703956
2017-05-31,13.184840336134455,11.651340581588668
2017-06-30,13.218135416666668,11.694928559864197
2017-07-31,13.224895833333333,11.739969470748912
2017-08-31,13.236186155913979,11.785010381633624
2017-09-30,13.232197153766053,11.828598359909153
2017-10-31,13.22474126344086,11.873639270793864
2017-11-30,13.219031249999999,11.917227249069393
2017-12-31,13.212721774193547,11.962268159954109
2018-01-31,13.22165635238442,12.00730907083882
2018-02-28,0.0,12.047991183895979
2018-03-31,0.0,12.093032094780694
2018-04-30,12.16871310507674,12.136620073056223
2018-05-31,13.095574596774194,12.181660983940935
2018-06-30,13.13178125,12.225248962216464
2018-07-31,13.114022177419356,12.270289873101175
2018-08-31,13.146555779569892,12.31533078398589
2018-09-30,13.150787647467038,12.35891876226142
2018-10-31,13.127930107526883,12.403959673146131
2018-11-30,13.127226657410622,12.44754765142166
2018-12-31,13.115282258064516,12.492588562306372
2019-01-31,13.112993951612902,12.537629473191087
2019-02-28,13.069973958333332,12.578311586248246
2019-03-31,13.129361559139786,12.623352497132958
2019-04-30,13.106989583333332,12.666940475408486
2019-05-31,13.120238575268818,12.711981386293202
2019-06-30,13.10293199167245,12.75556936456873
2019-07-31,13.095928787369836,12.800610275453442
2019-08-31,13.126401209677418,12.845651186338154
2019-09-30,13.135309027777778,12.889239164613683
2019-10-31,13.119919354838709,12.934280075498398
2019-11-30,13.121409722222223,12.977868053773927
2019-12-31,13.133137386630835,13.022908964658638
2020-01-31,13.085756048387097,13.06794987554335
2020-02-29,13.091763649425287,13.110084921209696
2020-03-31,13.108548387096775,13.155125832094408
2020-04-30,13.091458333333334,13.198713810369936
2020-05-31,13.101916666666668,13.243754721254652
