TIMESTAMP,SlrMJ_Tot,SlrMJ_Tot_Linear_fit
2019-06-30,0.11140674946672399,0.12898139919914997
2019-07-31,0.10283982305093546,0.13211103035734695
2019-08-31,0.1524546066926614,0.13524066151554393
2019-09-30,0.15659465612575074,0.13826933682992792
2019-10-31,0.16231010337005036,0.14139896798812512
2019-11-30,0.1702711687598589,0.14442764330250912
2019-12-31,0.14948406450932844,0.1475572744607061
2020-01-31,0.13365322808463306,0.15068690561890308
2020-02-29,0.12168366540534216,0.15361462508947454
2020-03-31,0.18257631089441537,0.15674425624767152
2020-04-30,0.1465942382891325,0.15977293156205574
2020-05-31,0.16183898024283452,0.16290256272025272
