TIMESTAMP,PTemp_C_Max,PTemp_C_Max_Linear_fit
2017-08-31,28.28995815899582,28.848614167896937
2017-09-30,28.784111111111113,28.87476272103727
2017-10-31,28.71047363117232,28.90178289261562
2017-11-30,29.140430555555557,28.92793144575596
2017-12-31,29.400967741935485,28.954951617334302
2018-01-31,29.17413316119513,28.981971788912652
2018-02-28,29.47514498141264,29.006377105176966
2018-03-31,29.691048387096775,29.033397276755313
2018-04-30,29.188107638888887,29.059545829895647
2018-05-31,29.077200940860216,29.086566001473997
2018-06-30,29.269434027777777,29.112714554614335
2018-07-31,28.016985887096777,29.13973472619268
2018-08-31,28.093541666666667,29.16675489777103
2018-09-30,28.639194444444446,29.192903450911366
2018-10-31,28.938235887096774,29.219923622489713
2018-11-30,29.47426736111111,29.246072175630047
2018-12-31,29.529741697416977,29.273092347208397
2019-01-31,30.233679435483868,29.300112518786744
2019-02-28,29.74336556340647,29.324517835051058
2019-03-31,29.962529392005372,29.351538006629404
2019-04-30,30.03616319444444,29.377686559769742
2019-05-31,28.85048051075269,29.40470673134809
2019-06-30,28.49731818181818,29.430855284488423
