TIMESTAMP,SlrMJ_Tot,SlrMJ_Tot_Linear_fit
2017-04-30,0.14253659708394578,0.1270835115339732
2017-05-31,0.10799708896499495,0.12755092623813893
2017-06-30,0.12801791883588104,0.1280032630486219
2017-07-31,0.13662779847067896,0.12847067775278762
2017-08-31,0.14157665434822814,0.12893809245695328
2017-09-30,0.1707014721529715,0.12939042926743624
2017-10-31,0.15613339881432928,0.12985784397160197
2017-11-30,0.1622799539651778,0.13031018078208492
2017-12-31,0.14905006612907998,0.13077759548625065
2018-01-31,0.15623237587669356,0.13124501019041637
2018-02-28,0.0,0.1316671912135338
2018-03-31,0.0,0.13213460591769952
2018-04-30,0.15932985552782952,0.13258694272818247
2018-05-31,0.14664321126455196,0.13305435743234814
2018-06-30,0.14107074396394884,0.1335066942428311
2018-07-31,0.13101938279113512,0.13397410894699682
2018-08-31,0.15822667407059934,0.13444152365116255
2018-09-30,0.1669278764650339,0.1348938604616455
2018-10-31,0.14922396358853884,0.13536127516581123
2018-11-30,0.13961823619272717,0.13581361197629419
2018-12-31,0.12889959320966968,0.1362810266804599
2019-01-31,0.1483063179751148,0.13674844138462558
2019-02-28,0.11940930901040875,0.13717062240774305
2019-03-31,0.16401485386411305,0.13763803711190872
2019-04-30,0.14248727325574664,0.13809037392239168
2019-05-31,0.11536156795035504,0.1385577886265574
2019-06-30,0.11272163509319899,0.13901012543704036
2019-07-31,0.10293871343597413,0.13947754014120609
2019-08-31,0.14402248537950774,0.1399449548453718
2019-09-30,0.1450227885697676,0.14039729165585477
2019-10-31,0.15395991560556574,0.1408647063600205
2019-11-30,0.16117628480358104,0.1413170431705034
2019-12-31,0.14274263311315455,0.14178445787466912
2020-01-31,0.13019714343737343,0.14225187257883484
2020-02-29,0.12390564381465413,0.14268913149563503
2020-03-31,0.17281503637376044,0.14315654619980075
2020-04-30,0.15046552511595818,0.1436088830102837
2020-05-31,0.1504668545678766,0.14407629771444944
