DateTime,WNS_mph,WNS_mph_Linear_fit
2019-06-30,3.0529556386958845,2.1619359740738613
2019-07-31,2.6315782930107527,2.145837961575074
2019-08-31,2.46214751344086,2.1297399490762867
2019-09-30,2.7302666666666666,2.114161227303267
2019-10-31,2.172699932795699,2.098063214804478
2019-11-30,1.6298729166666666,2.0824844930314583
2019-12-31,1.9647516801075269,2.066386480532671
2020-01-31,2.3382896505376345,2.0502884680338838
2020-02-29,2.1774798850574713,2.03522903698663
2020-03-31,0.8676202956989247,2.0191310244878427
2020-04-30,1.4245475694444445,2.003552302714823
2020-05-31,1.1977694892473119,1.9874542902160357
2020-06-30,2.4615177083333335,1.9718755684430143
2020-07-31,2.2213393817204303,1.955777555944227
2020-08-31,2.6058699596774195,1.9396795434454397
2020-09-30,2.2402163194444444,1.92410082167242
2020-10-31,1.919018817204301,1.9080028091736327
2020-11-30,1.4766930555555555,1.8924240874006113
2020-12-31,1.7109381720430108,1.876326074901824
2021-01-31,1.4561532258064516,1.8602280624030367
2021-02-28,1.6900684523809526,1.8456879220815505
2021-03-31,1.2242533602150538,1.8295899095827632
2021-04-30,1.0836625,1.8140111878097436
2021-05-31,1.4702110215053763,1.7979131753109563
2021-06-30,1.7044559027777777,1.7823344535379348
2021-07-31,2.1007718413978496,1.7662364410391476
2021-08-31,1.8660843413978494,1.7501384285403603
2021-09-30,1.5874638888888888,1.7345597067673406
2021-10-31,1.7172385752688173,1.7184616942685533
2021-11-30,1.714054861111111,1.7028829724955319
2021-12-31,1.4144694220430107,1.6867849599967446
2022-01-31,1.2119966397849462,1.6706869474979573
2022-02-28,1.3169181547619049,1.6561468071764711
2022-03-31,1.177498319892473,1.6400487946776838
2022-04-30,1.5483031250000001,1.6244700729046642
2022-05-31,1.507408938172043,1.6083720604058769
2022-06-30,1.9098152777777777,1.5927933386328554
2022-07-31,2.6997587365591396,1.5766953261340682
2022-08-31,2.8949309286262475,1.5605973136352809
