DateTime,SlrMJ_Tot,SlrMJ_Tot_Linear_fit
2019-06-30,0.12777935241914803,0.14765693163173754
2019-07-31,0.12262398495365383,0.14993798393424185
2019-08-31,0.16201003962344884,0.15221903623674615
2019-09-30,0.17115206997309615,0.15442650620691145
2019-10-31,0.16316273171139334,0.15670755850941576
2019-11-30,0.200220275451284,0.15891502847958128
2019-12-31,0.1771371664547584,0.16119608078208558
2020-01-31,0.1536763797987633,0.1634771330845899
2020-02-29,0.14578632248176662,0.1656110207224164
2020-03-31,0.17360655249296947,0.1678920730249207
2020-04-30,0.15558944124311733,0.17009954299508623
2020-05-31,0.16777517430192707,0.17238059529759053
