DateTime,RNF_in,RNF_in_Linear_fit
2017-08-31,0.0013389121338912135,0.005543437949620655
2017-09-30,0.0029340277777777776,0.005515111477292688
2017-10-31,0.008276209677419355,0.005485840789220459
2017-11-30,0.005420138888888888,0.0054575143168924915
2017-12-31,0.005786290322580645,0.0054282436288202625
2018-01-31,0.007442876344086021,0.00539897294074803
2018-02-28,0.012503720238095237,0.005372534899908597
2018-03-31,0.002678091397849462,0.005343264211836365
2018-04-30,0.006829861111111112,0.005314937739508398
2018-05-31,0.005120967741935484,0.005285667051436169
2018-06-30,0.0011319444444444445,0.005257340579108202
2018-07-31,0.00322244623655914,0.0052280698910359726
2018-08-31,0.004227150537634409,0.00519879920296374
2018-09-30,0.002947916666666667,0.0051704727306357764
2018-10-31,0.004032258064516129,0.005141202042563544
2018-11-30,0.006444444444444444,0.00511287557023558
2018-12-31,0.007755376344086022,0.005083604882163348
2019-01-31,0.004358198924731183,0.005054334194091115
2019-02-28,0.009557291666666667,0.005027896153251683
2019-03-31,0.0025873655913978494,0.00499862546517945
2019-04-30,0.0031666666666666666,0.0049702989928514865
2019-05-31,0.006092069892473118,0.004941028304779254
2019-06-30,0.0020277777777777777,0.00491270183245129
2019-07-31,0.005336021505376345,0.004883431144379058
2019-08-31,0.002731854838709678,0.004854160456306829
2019-09-30,0.002010416666666667,0.004825833983978862
2019-10-31,0.0039684139784946235,0.004796563295906633
2019-11-30,0.0031736111111111114,0.004768236823578666
2019-12-31,0.007066532258064516,0.004738966135506433
2020-01-31,0.007221102150537635,0.004709695447434204
2020-02-29,0.010707614942528736,0.0046823131908505025
2020-03-31,0.003706317204301075,0.0046530425027782735
2020-04-30,0.005565972222222223,0.004624716030450306
2020-05-31,0.00301747311827957,0.004595445342378077
2020-06-30,0.007372134038800705,0.00456711887005011
2020-07-31,0.003961593172119488,0.004537848181977881
2020-08-31,0.003333333333333333,0.004508577493905649
2020-09-30,0.005135416666666667,0.004480251021577682
2020-10-31,0.007056451612903226,0.004450980333505453
2020-11-30,0.006184027777777777,0.004422653861177486
2020-12-31,0.005329301075268818,0.0043933831731052565
2021-01-31,0.005359543010752688,0.004364112485033024
2021-02-28,0.009066220238095238,0.004337674444193591
2021-03-31,0.0028965053763440863,0.004308403756121359
2021-04-30,0.00234375,0.004280077283793395
2021-05-31,0.0023823924731182795,0.004250806595721163
2021-06-30,0.00509375,0.004222480123393196
2021-07-31,0.00364247311827957,0.004193209435320967
2021-08-31,0.003971774193548387,0.004163938747248734
2021-09-30,0.002548611111111111,0.0041356122749207705
2021-10-31,0.002691532258064516,0.004106341586848538
2021-11-30,0.003993055555555555,0.004078015114520574
2021-12-31,0.0031754032258064515,0.004048744426448342
2022-01-31,0.004966397849462365,0.004019473738376113
2022-02-28,0.007771577380952381,0.003993035697536677
2022-03-31,0.001806228373702422,0.003963765009464448
2022-04-30,0.0020208333333333332,0.0039354385371364806
2022-05-31,0.004277553763440861,0.003906167849064248
2022-06-30,0.00272316776658562,0.0038778413767362845
2022-07-31,0.00373991935483871,0.003848570688664052
2022-08-31,0.002358722358722359,0.003819300000591823
