DateTime,RNF_in,RNF_in_Linear_fit
2019-06-30,0.002324959914484233,0.0055123137021466755
2019-07-31,0.0056350806451612905,0.005470110915204159
2019-08-31,0.0033635752688172043,0.0054279081282616465
2019-09-30,0.001965277777777778,0.005387066721543085
2019-10-31,0.00479502688172043,0.005344863934600569
2019-11-30,0.0024548611111111112,0.0053040225278820075
2019-12-31,0.006780913978494623,0.005261819740939495
2020-01-31,0.006122311827956989,0.0052196169539969785
2020-02-29,0.011239224137931034,0.005180136927502368
2020-03-31,0.0019388440860215051,0.005137934140559856
2020-04-30,0.00621875,0.005097092733841294
2020-05-31,0.002463037634408602,0.005054889946898778
2020-06-30,0.008864583333333334,0.005014048540180217
2020-07-31,0.005930779569892472,0.004971845753237704
2020-08-31,0.00447244623655914,0.004929642966295188
2020-09-30,0.006284722222222223,0.004888801559576626
2020-10-31,0.00863239247311828,0.0048465987726341135
2020-11-30,0.005722222222222222,0.004805757365915552
2020-12-31,0.005984543010752688,0.004763554578973036
2021-01-31,0.0071370967741935494,0.004721351792030523
2021-02-28,0.008861607142857143,0.0046832331457598644
2021-03-31,0.0040625,0.004641030358817352
2021-04-30,0.003395833333333333,0.00460018895209879
2021-05-31,0.0028763440860215058,0.004557986165156274
2021-06-30,0.004993055555555556,0.004517144758437713
2021-07-31,0.003746639784946237,0.0044749419714952
2021-08-31,0.004727822580645162,0.004432739184552684
2021-09-30,0.001784722222222222,0.004391897777834122
2021-10-31,0.0017237903225806451,0.0043496949908916095
2021-11-30,0.004951388888888889,0.004308853584173045
2021-12-31,0.002584005376344086,0.004266650797230532
2022-01-31,0.0057594086021505375,0.004224448010288019
2022-02-28,0.008683035714285714,0.0041863293640173604
2022-03-31,0.0024529569892473117,0.004144126577074844
2022-04-30,0.002173611111111111,0.004103285170356283
2022-05-31,0.003780241935483871,0.00406108238341377
2022-06-30,0.0029027777777777776,0.004020240976695209
2022-07-31,0.0034106182795698927,0.0039780381897526924
2022-08-31,0.0030161166538756716,0.00393583540281018
