TIMESTAMP,PTemp_C_Max,PTemp_C_Max_Linear_fit
2019-06-30,31.51219134152859,31.104194098463168
2019-07-31,30.74936491935484,31.273251605700594
2019-08-31,31.60689516129032,31.442309112938005
2019-09-30,31.555201388888886,31.605913152200017
2019-10-31,31.714425403225807,31.77497065943743
2019-11-30,32.00175,31.93857469869944
2019-12-31,32.31481518817204,32.10763220593685
2020-01-31,32.19466061827957,32.276689713174264
2020-02-29,31.71430316091954,32.434840284460876
2020-03-31,33.266381048387096,32.60389779169829
2020-04-30,32.62628125,32.7675018309603
2020-05-31,33.01006501182033,32.93655933819771
