DateTime,WND_deg,WND_deg_Linear_fit
2017-04-30,94.44865863453815,110.81117135279942
2017-05-31,106.15727159663865,108.96163587267142
2017-06-30,122.49705694444444,107.17176282738615
2017-07-31,106.67065053763442,105.32222734725792
2017-08-31,101.95627620967743,103.4726918671297
2017-09-30,108.15991875,101.68281882184442
2017-10-31,112.39638743279569,99.8332833417162
2017-11-30,91.81510069444444,98.04341029643092
2017-12-31,120.7229942876344,96.19387481630292
2018-01-31,91.06635105608157,94.3443393361747
2018-04-30,113.51760330578513,89.03438263516159
2018-05-31,101.79087768817205,87.18484715503337
2018-06-30,107.293434375,85.39497410974809
2018-07-31,117.19038911290322,83.54543862961987
2018-08-31,122.83511491935485,81.69590314949187
2018-09-30,101.04249808961445,79.9060301042066
2018-10-31,98.72779267473119,78.05649462407837
2018-11-30,114.54520208333332,76.26662157879309
2018-12-31,105.46575672043011,74.41708609866487
2019-01-31,100.17709778225807,72.56755061853664
2019-02-28,68.29949851190476,70.89700244293704
2019-03-31,98.68021908602151,69.04746696280904
2019-04-30,93.1091673611111,67.25759391752354
2019-05-31,115.4510497311828,65.40805843739554
2019-06-30,124.206434375,63.61818539211026
2019-07-31,94.87422748655914,61.76864991198204
2019-08-31,79.51217170698925,59.919114431853814
2019-09-30,0.0,58.12924138656854
2019-10-31,0.0,56.27970590644031
2019-11-30,0.0,54.48983286115504
2019-12-31,0.0,52.64029738102704
2020-01-31,0.0,50.790761900898815
2020-02-29,0.0,49.06055129045626
2020-03-31,0.0,47.21101581032826
2020-04-30,0.0,45.42114276504276
2020-05-31,0.0,43.57160728491476
2020-06-30,0.0,41.781734239629486
2020-07-31,0.0,39.93219875950126
2020-08-31,0.0,38.08266327937304
2020-09-30,0.0,36.29279023408776
2020-10-31,0.0,34.443254753959536
2020-11-30,0.0,32.65338170867426
2020-12-31,0.0,30.803846228546263
2021-01-31,0.0,28.954310748418038
2021-02-28,0.0,27.283762572818432
2021-03-31,0.0,25.434227092690207
2021-04-30,0.0,23.64435404740493
2021-05-31,0.0,21.794818567276707
2021-06-30,0.0,20.00494552199143
2021-07-31,0.0,18.155410041863206
2021-08-31,0.0,16.30587456173521
2021-09-30,0.0,14.516001516449933
2021-10-31,0.0,12.666466036321708
2021-11-30,0.0,10.876592991036432
2021-12-31,0.0,9.027057510908207
2022-01-31,0.0,7.177522030779983
2022-02-28,0.0,5.506973855180377
2022-03-31,0.0,3.6574383750523793
2022-04-30,4.683013888888889,1.867565329766876
2022-05-31,110.99755947580645,0.01802984963887866
2022-06-30,107.43785590277778,-1.7718431956463974
2022-07-31,109.5470120967742,-3.621378675774622
2022-08-31,94.15921397379913,-5.470914155902847
