DateTime,AirTF_Avg,AirTF_Avg_Linear_fit
2019-06-30,77.96765204003079,77.34162063869718
2019-07-31,77.80282594086022,77.73043287779342
2019-08-31,78.39144825268818,78.11924511688963
2019-09-30,77.73855902777777,78.49551502569244
2019-10-31,78.23687836021506,78.88432726478868
2019-11-30,78.96660416666667,79.26059717359146
2019-12-31,80.1496001344086,79.6494094126877
2020-01-31,80.13882056451612,80.03822165178394
2020-02-29,79.76499281609195,80.4019492302933
2020-03-31,81.5636055107527,80.79076146938954
2020-04-30,80.92992013888889,81.16703137819235
2020-05-31,81.78404790419161,81.55584361728856
