DateTime,RH,RH_Linear_fit
2017-04-30,95.49859437751005,107.29913638036896
2017-05-31,96.63630924369748,105.61684442476337
2017-06-30,96.07429513888889,103.98881995159672
2017-07-31,94.6765692204301,102.30652799599125
2017-08-31,93.69024193548387,100.62423604038577
2017-09-30,94.07919125303715,98.99621156721912
2017-10-31,95.82230510752687,97.31391961161353
2017-11-30,95.22631597222221,95.685895138447
2017-12-31,95.7167069892473,94.0036031828414
2018-01-31,95.41185657080452,92.32131122723592
2018-02-28,0.0,90.80182171894705
2018-03-31,0.0,89.11952976334157
2018-04-30,95.03223140495868,87.49150529017493
2018-05-31,93.63064516129032,85.80921333456934
2018-06-30,94.15580902777778,84.18118886140269
2018-07-31,94.705625,82.49889690579721
2018-08-31,93.25758400537634,80.81660495019173
2018-09-30,93.67243580846635,79.18858047702508
2018-10-31,95.99299395161292,77.50628852141949
2018-11-30,96.32822283929191,75.87826404825296
2018-12-31,96.71134408602151,74.19597209264737
2019-01-31,96.13482190860215,72.51368013704189
2019-02-28,97.11239211309524,70.99419062875302
2019-03-31,94.8799126344086,69.31189867314754
2019-04-30,95.80327777777778,67.68387419998089
2019-05-31,97.29230846774193,66.0015822443753
2019-06-30,95.56322345593338,64.37355777120865
2019-07-31,97.9061135371179,62.691265815603174
2019-08-31,95.07168346774193,61.008973859997695
2019-09-30,94.7885,59.38094938683105
2019-10-31,95.68287298387096,57.698657431225456
2019-11-30,94.31964236111111,56.07063295805892
2019-12-31,97.00879072892172,54.38834100245333
2020-01-31,97.72626344086021,52.70604904684785
2020-02-29,98.0563110632184,51.132292056120036
2020-03-31,-44.08264112903226,49.45000010051456
2020-04-30,-97.60749999999999,47.82197562734791
2020-05-31,-96.9632738095238,46.13968367174243
