DateTime,TMP_F,TMP_F_Linear_fit
2019-06-30,79.6613361838589,79.6412353894134
2019-07-31,78.76081317204302,79.61837503294949
2019-08-31,79.30264112903225,79.59551467648559
2019-09-30,79.07202430555556,79.57339175087536
2019-10-31,79.20226142473118,79.55053139441145
2019-11-30,79.29010416666667,79.52840846880123
2019-12-31,80.19323252688172,79.50554811233732
2020-01-31,80.28913642473118,79.48268775587343
2020-02-29,79.51793103448276,79.46130226111687
2020-03-31,80.99332325268817,79.43844190465296
2020-04-30,80.71784027777778,79.41631897904274
2020-05-31,80.8259744623656,79.39345862257883
2020-06-30,78.93318055555555,79.3713356969686
2020-07-31,78.61245295698924,79.3484753405047
2020-08-31,78.56786626344086,79.3256149840408
2020-09-30,78.64935069444445,79.30349205843058
2020-10-31,78.45073924731183,79.28063170196667
2020-11-30,79.04446180555556,79.25850877635644
2020-12-31,79.09162634408602,79.23564841989254
2021-01-31,79.42733534946237,79.21278806342863
2021-02-28,78.85951636904763,79.19213999952575
2021-03-31,79.33210013440859,79.16927964306186
2021-04-30,79.30184027777777,79.14715671745162
2021-05-31,79.52245295698926,79.12429636098771
2021-06-30,78.08538194444444,79.1021734353775
2021-07-31,78.56490591397849,79.07931307891359
2021-08-31,77.27897177419355,79.05645272244969
2021-09-30,78.83687847222222,79.03432979683946
2021-10-31,79.04443548387097,79.01146944037555
2021-11-30,79.68610763888888,78.98934651476533
2021-12-31,79.92318212365592,78.96648615830142
2022-01-31,80.23626008064515,78.94362580183753
2022-02-28,78.62419642857142,78.92297773793464
2022-03-31,80.28235887096774,78.90011738147074
2022-04-30,80.36574652777777,78.8779944558605
2022-05-31,79.28454973118279,78.85513409939661
2022-06-30,78.48181944444445,78.83301117378637
2022-07-31,77.479375,78.81015081732247
2022-08-31,77.55074443591711,78.78729046085857
