DateTime,SRD_wpm2,SRD_wpm2_Linear_fit
2017-08-31,123.68654114365411,146.85629251066692
2017-09-30,156.4798673611111,146.55992609159355
2017-10-31,143.05318918010752,146.25368079188442
2017-11-30,158.142478125,145.95731437281106
2017-12-31,159.4360873655914,145.65106907310192
2018-01-31,152.97696841397848,145.3448237733928
2018-02-28,137.56508854166665,145.068215115591
2018-03-31,166.70229569892473,144.76196981588183
2018-04-30,141.84124618055554,144.4656033968085
2018-05-31,145.2982943548387,144.15935809709933
2018-06-30,135.11558645833335,143.86299167802596
2018-07-31,114.81767372311828,143.55674637831683
2018-08-31,158.68963373655913,143.2505010786077
2018-09-30,167.97066319444446,142.95413465953433
2018-10-31,150.68430342741937,142.6478893598252
2018-11-30,152.62625729166666,142.35152294075183
2018-12-31,140.70699798387096,142.0452776410427
2019-01-31,164.43544858870968,141.73903234133354
2019-02-28,129.0504929315476,141.46242368353174
2019-03-31,170.0468827284946,141.1561783838226
2019-04-30,157.51923368055554,140.85981196474924
2019-05-31,112.81082258064515,140.5535666650401
2019-06-30,109.56833854166666,140.25720024596674
2019-07-31,90.4519939516129,139.9509549462576
2019-08-31,137.59221438172042,139.64470964654845
2019-09-30,148.260353125,139.34834322747508
2019-10-31,134.12194018817206,139.04209792776595
2019-11-30,158.50089305555554,138.7457315086926
2019-12-31,137.183311827957,138.43948620898345
2020-01-31,128.32591297043012,138.13324090927432
2020-02-29,112.05833512931035,137.84675337083672
2020-03-31,169.20148286290322,137.5405080711276
2020-04-30,130.02854756944444,137.24414165205422
2020-05-31,132.06161659946235,136.9378963523451
2020-06-30,87.9077188712522,136.64152993327173
2020-07-31,115.2776173541963,136.3352846335626
2020-08-31,127.61185450268817,136.02903933385343
2020-09-30,129.55902847222222,135.7326729147801
2020-10-31,122.4434815188172,135.42642761507093
2020-11-30,166.56599340277776,135.13006119599757
2020-12-31,139.23699630376342,134.82381589628844
2021-01-31,150.0347483198925,134.5175705965793
2021-02-28,142.9261283482143,134.2409619387775
2021-03-31,140.00080846774193,133.93471663906837
2021-04-30,138.64681875,133.638350219995
2021-05-31,126.63447311827956,133.33210492028584
2021-06-30,100.65300069444444,133.0357385012125
2021-07-31,109.34473286290323,132.72949320150335
2021-08-31,122.96961794354839,132.4232479017942
2021-09-30,162.24248506944446,132.12688148272085
2021-10-31,141.55759643817206,131.82063618301171
2021-11-30,149.82436666666666,131.52426976393835
2021-12-31,170.96234711021506,131.21802446422922
2022-01-31,150.23064717741937,130.91177916452006
2022-02-28,131.7676755952381,130.63517050671825
2022-03-31,165.36867820069205,130.32892520700912
2022-04-30,145.129084375,130.03255878793576
2022-05-31,120.18972479838709,129.72631348822662
2022-06-30,102.0651104550191,129.42994706915326
2022-07-31,107.26122311827957,129.12370176944412
2022-08-31,114.89312285012284,128.817456469735
