DateTime,WND_deg,WND_deg_Linear_fit
2017-08-31,181.40933054393307,183.04547487613286
2017-09-30,184.8112277777778,179.87515563842044
2017-10-31,186.73090053763443,176.59915909278425
2017-11-30,201.354265625,173.4288398550716
2017-12-31,220.98108904569892,170.1528433094354
2018-01-31,211.10441565860216,166.876846763799
2018-02-28,206.3489884672619,163.91788214193411
2018-03-31,197.76003897849463,160.64188559629793
2018-04-30,191.04107708333333,157.47156635858528
2018-05-31,175.38451982526882,154.1955698129491
2018-06-30,172.42104097222222,151.02525057523644
2018-07-31,167.646938844086,147.74925402960025
2018-08-31,155.69102755376346,144.47325748396406
2018-09-30,175.21276597222223,141.30293824625141
2018-10-31,174.23512432795698,138.02694170061523
2018-11-30,165.62686666666667,134.8566224629028
2018-12-31,208.41937231182797,131.5806259172664
2019-01-31,189.394999327957,128.3046293716302
2019-02-28,220.25921093749997,125.34566474976509
2019-03-31,166.37242103494623,122.0696682041289
2019-04-30,166.44870277777778,118.89934896641648
2019-05-31,150.73966733870967,115.62335242078007
2019-06-30,165.95953402777778,112.45303318306765
2019-07-31,167.87460786290322,109.17703663743123
2019-08-31,82.50202956989247,105.90104009179504
2019-09-30,0.0,102.73072085408262
2019-10-31,0.0,99.4547243084462
2019-11-30,0.0,96.28440507073378
2019-12-31,0.0,93.0084085250976
2020-01-31,0.0,89.73241197946118
2020-02-29,0.0,86.66777004967253
2020-03-31,0.0,83.39177350403611
2020-04-30,0.0,80.22145426632369
2020-05-31,0.0,76.9454577206875
2020-06-30,0.0,73.77513848297485
2020-07-31,0.0,70.49914193733866
2020-08-31,0.0,67.22314539170247
2020-09-30,0.0,64.05282615398983
2020-10-31,0.0,60.77682960835364
2020-11-30,0.0,57.60651037064099
2020-12-31,0.0,54.3305138250048
2021-01-31,0.0,51.05451727936861
2021-02-28,0.0,48.095552657503504
2021-03-31,0.0,44.819556111867314
2021-04-30,0.0,41.649236874154894
2021-05-31,0.0,38.37324032851848
2021-06-30,0.0,35.20292109080606
2021-07-31,0.0,31.92692454516964
2021-08-31,0.0,28.65092799953345
2021-09-30,0.0,25.48060876182103
2021-10-31,0.0,22.204612216184614
2021-11-30,0.0,19.034292978472195
2021-12-31,0.0,15.758296432836005
2022-01-31,0.0,12.482299887199588
2022-02-28,0.0,9.523335265334708
2022-03-31,0.0,6.247338719698291
2022-04-30,29.451260416666667,3.0770194819858716
2022-05-31,197.6191364247312,-0.1989770636503181
2022-06-30,188.1996391108024,-3.369296301362965
2022-07-31,202.26294455645163,-6.645292846999155
2022-08-31,179.87780098280098,-9.921289392635344
