DateTime,RNF_in,RNF_in_Linear_fit
2017-04-30,0.01070281124497992,0.007039082188612114
2017-05-31,0.011798319327731092,0.006924454895398127
2017-06-30,0.006541666666666667,0.00681352525680394
2017-07-31,0.004711021505376344,0.006698897963589953
2017-08-31,0.005208333333333333,0.006584270670375966
2017-09-30,0.0036597222222222218,0.006473341031781793
2017-10-31,0.007335349462365592,0.006358713738567806
2017-11-30,0.005729166666666666,0.006247784099973619
2017-12-31,0.004401881720430108,0.006133156806759632
2018-01-31,0.007625637290604516,0.006018529513545645
2018-04-30,0.0015938606847697757,0.005689438252382911
2018-05-31,0.0053091397849462365,0.005574810959168938
2018-06-30,0.002180555555555556,0.005463881320574751
2018-07-31,0.005174731182795699,0.005349254027360764
2018-08-31,0.003077956989247312,0.005234626734146777
2018-09-30,0.004397360194511983,0.005123697095552604
2018-10-31,0.00623991935483871,0.005009069802338617
2018-11-30,0.006083333333333333,0.00489814016374443
2018-12-31,0.009086021505376345,0.004783512870530443
2019-01-31,0.0049428763440860215,0.004668885577316456
2019-02-28,0.008493303571428572,0.004565351247961896
2019-03-31,0.004206989247311828,0.004450723954747909
2019-04-30,0.005430555555555556,0.004339794316153722
2019-05-31,0.00614247311827957,0.004225167022939735
2019-06-30,0.0029027777777777776,0.004114237384345562
2019-07-31,0.006911962365591398,0.003999610091131575
2019-08-31,0.003497983870967742,0.0038849827979175883
2019-09-30,0.0030104166666666664,0.003774053159323401
2019-10-31,0.0051444892473118285,0.0036594258661094142
2019-11-30,0.002135416666666667,0.003548496227515241
2019-12-31,0.00658266129032258,0.003433868934301254
2020-01-31,0.00655241935483871,0.003319241641087267
2020-02-29,0.011619971264367817,0.0032120096571128937
2020-03-31,0.00259744623655914,0.0030973823638989068
2020-04-30,0.002777777777777778,0.0029864527253047335
2020-05-31,0.0,0.0028718254320907466
2020-06-30,0.0,0.0027608957934965594
2020-07-31,0.0,0.0026462685002825725
2020-08-31,0.0,0.0025316412070685856
2020-09-30,0.0,0.0024207115684744124
2020-10-31,0.0,0.0023060842752604255
2020-11-30,0.0,0.0021951546366662383
2020-12-31,0.0,0.0020805273434522514
2021-01-31,0.0,0.0019659000502382645
2021-02-28,0.0,0.0018623657208837047
2021-03-31,0.0,0.0017477384276697178
2021-04-30,0.0,0.0016368087890755306
2021-05-31,0.0,0.0015221814958615437
2021-06-30,0.0,0.0014112518572673705
2021-07-31,0.0,0.0012966245640533836
2021-08-31,0.0,0.0011819972708393967
2021-09-30,0.0,0.0010710676322452095
2021-10-31,0.0,0.0009564403390312365
2021-11-30,0.0,0.0008455107004370493
2021-12-31,0.0,0.0007308834072230624
2022-01-31,0.0,0.0006162561140090755
2022-02-28,0.0,0.0005127217846545157
2022-03-31,0.0006619623655913979,0.0003980944914405288
2022-04-30,0.00296875,0.00028716485284634163
2022-05-31,0.0040456989247311835,0.00017253755963235473
2022-06-30,0.0027604166666666667,6.160792103818147e-05
2022-07-31,0.004529569892473119,-5.3019372175805435e-05
2022-08-31,0.002794759825327511,-0.00016764666538979234
