DateTime,WNS_mph,WNS_mph_Linear_fit
2017-04-30,2.6259919678714856,3.9914203106556343
2017-05-31,5.00942218487395,3.927878599735017
2017-06-30,4.861271180555556,3.866386621424745
2017-07-31,4.420721102150538,3.8028449105041275
2017-08-31,5.231527217741935,3.73930319958351
2017-09-30,4.937934375,3.677811221273231
2017-10-31,4.457903225806452,3.6142695103526137
2017-11-30,3.0393628472222223,3.5527775320423416
2017-12-31,2.786122311827957,3.489235821121717
2018-01-31,2.8790331391114345,3.4256941102011
2018-04-30,2.5686599763872495,3.2432679078806217
2018-05-31,3.5145927419354837,3.1797261969599973
2018-06-30,4.391766319444445,3.118234218649725
2018-07-31,5.166237903225807,3.054692507729108
2018-08-31,3.5955450268817204,2.9911507968084905
2018-09-30,4.0349301840916985,2.9296588184982113
2018-10-31,3.7256992607526884,2.866117107577594
2018-11-30,3.7566565972222223,2.804625129267322
2018-12-31,3.5580944220430104,2.7410834183467045
2019-01-31,2.544086021505376,2.677541707426087
2019-02-28,3.9391387648809526,2.6201491943364914
2019-03-31,3.1421219758064516,2.556607483415874
2019-04-30,2.2546163194444446,2.495115505105602
2019-05-31,3.5970302419354843,2.4315737941849846
2019-06-30,5.475956597222222,2.3700818158747055
2019-07-31,4.531162970430108,2.306540104954088
2019-08-31,3.595369623655914,2.242998394033471
2019-09-30,0.0,2.1815064157231916
2019-10-31,0.0,2.1179647048025743
2019-11-30,0.0,2.056472726492302
2019-12-31,0.0,1.9929310155716848
2020-01-31,0.0,1.9293893046510675
2020-02-29,0.0,1.8699470589511336
2020-03-31,0.0,1.8064053480305162
2020-04-30,0.0,1.744913369720237
2020-05-31,0.0,1.6813716587996197
2020-06-30,0.0,1.6198796804893476
2020-07-31,0.0,1.5563379695687303
2020-08-31,0.0,1.492796258648113
2020-09-30,0.0,1.4313042803378337
2020-10-31,0.0,1.3677625694172164
2020-11-30,0.0,1.3062705911069372
2020-12-31,0.0,1.2427288801863199
2021-01-31,0.0,1.1791871692657026
2021-02-28,0.0,1.1217946561761138
2021-03-31,0.0,1.0582529452554965
2021-04-30,0.0,0.9967609669452173
2021-05-31,0.0,0.9332192560246
2021-06-30,0.0,0.8717272777143279
2021-07-31,0.0,0.8081855667937106
2021-08-31,0.0,0.7446438558730932
2021-09-30,0.0,0.683151877562814
2021-10-31,0.0,0.6196101666421967
2021-11-30,0.0,0.5581181883319246
2021-12-31,0.0,0.4945764774113073
2022-01-31,0.0,0.43103476649068284
2022-02-28,0.0,0.37364225340109414
2022-03-31,0.0,0.3101005424804768
2022-04-30,0.33524270833333336,0.24860856417020472
2022-05-31,3.687784946236559,0.18506685324958738
2022-06-30,4.409839930555555,0.12357487493930819
2022-07-31,5.278975470430107,0.060033164018690854
2022-08-31,5.559751091703057,-0.0035085469019264792
