DateTime,TMP_F,TMP_F_Linear_fit
2017-08-31,78.11122733612274,79.47497826983503
2017-09-30,78.54984722222223,79.46182189629405
2017-10-31,78.29890793010752,79.4482269769684
2017-11-30,78.85494791666666,79.43507060342742
2017-12-31,79.20716397849462,79.42147568410176
2018-01-31,79.17122647849463,79.4078807647761
2018-02-28,79.99900669642857,79.39560148280452
2018-03-31,80.10238911290323,79.38200656347885
2018-04-30,79.43900694444444,79.36885018993789
2018-05-31,79.44262096774193,79.35525527061222
2018-06-30,79.79534027777777,79.34209889707125
2018-07-31,77.94016129032258,79.32850397774558
2018-08-31,77.52484206989247,79.31490905841991
2018-09-30,78.44653125,79.30175268487895
2018-10-31,78.9050369623656,79.28815776555328
2018-11-30,79.88500694444444,79.27500139201231
2018-12-31,80.09546034946237,79.26140647268664
2019-01-31,80.85559811827957,79.24781155336098
2019-02-28,80.74847098214286,79.23553227138942
2019-03-31,80.72359879032258,79.22193735206375
2019-04-30,80.83993055555555,79.20878097852278
2019-05-31,79.16219086021505,79.19518605919711
2019-06-30,79.77136805555556,79.18202968565615
2019-07-31,78.72095430107527,79.16843476633048
2019-08-31,78.95680107526881,79.15483984700481
2019-09-30,78.68287847222223,79.14168347346384
2019-10-31,78.76380376344086,79.12808855413817
2019-11-30,78.70203472222222,79.11493218059721
2019-12-31,79.83180779569892,79.10133726127154
2020-01-31,79.94439180107527,79.08774234194587
2020-02-29,79.20903376436782,79.07502451418961
2020-03-31,80.54367271505376,79.06142959486394
2020-04-30,80.42793402777778,79.04827322132297
2020-05-31,80.66563508064516,79.0346783019973
2020-06-30,78.94751322751323,79.02152192845634
2020-07-31,78.20778805120909,79.00792700913067
2020-08-31,78.61123991935483,78.994332089805
2020-09-30,78.36266319444445,78.98117571626403
2020-10-31,78.34875,78.96758079693836
2020-11-30,78.57382986111111,78.9544244233974
2020-12-31,78.69640456989248,78.94082950407173
2021-01-31,78.93853158602151,78.92723458474606
2021-02-28,78.45441220238095,78.91495530277449
2021-03-31,79.15661962365591,78.90136038344882
2021-04-30,79.22625000000001,78.88820400990785
2021-05-31,79.40935483870967,78.87460909058218
2021-06-30,78.23493055555556,78.86145271704122
2021-07-31,78.56246975806452,78.84785779771555
2021-08-31,77.20322580645161,78.8342628783899
2021-09-30,78.45557986111112,78.82110650484891
2021-10-31,78.48510752688172,78.80751158552326
2021-11-30,78.88131597222223,78.79435521198228
2021-12-31,78.93340725806452,78.78076029265662
2022-01-31,79.76125336021505,78.76716537333095
2022-02-28,77.98777529761905,78.75488609135938
2022-03-31,79.86570242214533,78.74129117203371
2022-04-30,79.80396180555556,78.72813479849275
2022-05-31,79.05792002688172,78.71453987916708
2022-06-30,78.33577978464744,78.70138350562611
2022-07-31,77.30356182795698,78.68778858630044
2022-08-31,77.43740786240787,78.67419366697477
