DateTime,HMD_pct,HMD_pct_Linear_fit
2017-08-31,84.65941422594143,87.99111829626983
2017-09-30,88.62500347222223,88.02454340039205
2017-10-31,91.07785954301076,88.05908267465169
2017-11-30,92.7712326388889,88.09250777877392
2017-12-31,92.44691532258065,88.12704705303356
2018-01-31,92.73192204301075,88.1615863272932
2018-02-28,91.48066220238096,88.19278309114061
2018-03-31,89.54436155913979,88.22732236540025
2018-04-30,91.7939375,88.26074746952249
2018-05-31,90.93721438172044,88.29528674378211
2018-06-30,89.23412152777777,88.32871184790434
2018-07-31,90.17191532258065,88.36325112216399
2018-08-31,88.53536962365591,88.39779039642363
2018-09-30,88.21046875,88.43121550054585
2018-10-31,89.60249663978496,88.46575477480549
2018-11-30,87.64574305555556,88.49917987892772
2018-12-31,86.809375,88.53371915318736
2019-01-31,86.0150873655914,88.568258427447
2019-02-28,86.33322916666667,88.59945519129441
2019-03-31,85.57854166666667,88.63399446555405
2019-04-30,86.03116666666666,88.66741956967628
2019-05-31,85.84054099462367,88.70195884393593
2019-06-30,86.10957291666666,88.73538394805814
2019-07-31,88.00812836021505,88.76992322231779
2019-08-31,86.39580645161291,88.80446249657743
2019-09-30,84.88465972222222,88.83788760069966
2019-10-31,84.98114247311828,88.87242687495929
2019-11-30,84.18685763888888,88.90585197908152
2019-12-31,83.5045934139785,88.94039125334116
2020-01-31,84.37706653225806,88.9749305276008
2020-02-29,83.25413793103448,89.00724146158562
2020-03-31,84.0409375,89.04178073584526
2020-04-30,85.87056597222222,89.07520583996748
2020-05-31,87.45017137096774,89.10974511422712
2020-06-30,88.28183774250441,89.14317021834935
2020-07-31,89.1683854907539,89.177709492609
2020-08-31,89.22932795698924,89.21224876686864
2020-09-30,91.50280208333334,89.24567387099086
2020-10-31,92.79177083333333,89.2802131452505
2020-11-30,92.12688888888889,89.31363824937273
2020-12-31,93.18757728494623,89.34817752363237
2021-01-31,92.09010416666668,89.38271679789202
2021-02-28,93.30635044642857,89.41391356173942
2021-03-31,92.75707661290322,89.44845283599906
2021-04-30,91.42618055555556,89.4818779401213
2021-05-31,91.07198588709677,89.51641721438094
2021-06-30,90.76945138888888,89.54984231850315
2021-07-31,90.35038978494624,89.5843815927628
2021-08-31,91.19466733870968,89.61892086702244
2021-09-30,89.78014583333334,89.65234597114467
2021-10-31,88.25952284946237,89.6868852454043
2021-11-30,92.29419444444446,89.72031034952653
2021-12-31,91.01521841397849,89.75484962378617
2022-01-31,91.24960685483872,89.78938889804581
2022-02-28,91.35579985119048,89.82058566189322
2022-03-31,89.05480968858132,89.85512493615286
2022-04-30,88.99545138888888,89.88855004027509
2022-05-31,89.85136760752688,89.92308931453474
2022-06-30,90.37052448766933,89.95651441865695
2022-07-31,89.4088877688172,89.9910536929166
2022-08-31,89.44906633906633,90.02559296717624
